REF_DATE,Type of crop,Average farm price (dollars per tonne),Average yield (kilograms per hectare),Production (metric tonnes),Seeded area (acres),Seeded area (hectares),Total farm value (dollars)
1975,0,96,2700,393300,360000,145700,37569
1975,1,343,1375,89800,161000,65200,30789
1975,2,128,1075,6550,15000,6100,840
1975,4,99,5770,3318000,1420000,575000,329193
1975,5,15,31390,11050000,870000,352000,170398
1975,6,59,3647,1010886,0,0,0
1975,8,95,2820,941000,825000,333900,89438
1975,10,99,1980,437100,545000,220600,43077
1975,11,59,0,1010886,0,0,0
1975,12,77,2105,59600,70000,28300,4573
1975,15,181,2325,366800,390000,157800,66312
1975,18,54,5380,6140000,2820000,1141000,336573
1975,19,134,3280,626200,472000,190900,83636
1975,21,129,2350,16200,17000,6900,2082
1975,22,134,3315,610000,1310066,0,81554
1975,0,106,2115,8904000,10700000,4332000,944560
1975,3,224,1005,1814300,4450000,1800900,407235
1975,5,16,19600,263000,33000,13400,4350
1975,6,258,785,444600,1400000,567000,114674
1975,8,97,2175,681700,775000,313600,65990
1975,10,91,1885,3547000,5500000,2227500,324160
1975,11,186,1620,47900,73000,29600,8895
1975,12,102,1610,482600,742000,299800,49215
1975,16,40,27800,802100,71458,28900,32128
1975,18,45,4000,10614000,6550000,2660000,477550
1975,19,133,1770,16330000,22800000,9228000,2173350
1975,0,110,2155,19200,22000,8900,2112
1975,5,0,0,0,8300,3350,0
1975,8,83,2270,82700,90000,36400,6885
1975,10,88,1790,36250,50000,20250,3172
1975,18,46,4160,229000,135000,55000,10710
1975,19,116,2540,13200,12800,5200,1528
1975,0,109,2055,37400,45000,18200,4091
1975,2,111,1175,4700,10000,4000,520
1975,4,122,5550,307600,137000,55400,37423
1975,5,17,31700,2888000,225000,91100,49225
1975,6,59,3647,1010886,0,0,0
1975,8,111,2150,95600,110000,44500,10637
1975,10,119,1530,364900,590000,238800,43533
1975,11,59,1165,700,1500,600,0
1975,12,95,1410,4800,8400,3400,457
1975,16,27,43900,140400,8027,3200,3884
1975,18,56,4350,4752000,2700000,1093000,269390
1975,19,120,2075,63900,76000,30800,7654
1975,0,107,2000,2830000,3600000,1458000,301600
1975,2,59,3647,1010886,0,0,0
1975,3,221,1035,839100,2000000,809400,185370
1975,6,259,825,149900,450000,182000,38822
1975,8,108,1990,140800,175000,70800,15180
1975,9,297,735,22700,76000,30800,6750
1975,10,90,1770,1326000,2200000,891000,118680
1975,11,165,1720,9800,14000,5700,1620
1975,12,101,1455,190600,325000,131000,19275
1975,13,101,1465,183000,1310066,0,18504
1975,14,101,1265,7600,15000,6000,771
1975,17,0,0,0,0,0,0
1975,18,44,3810,3084000,2000000,810000,138550
1975,19,135,1710,10533000,15200000,6152000,1424160
1976,0,86,2445,5487000,5700000,2307000,473760
1976,2,59,3647,1010886,0,0,0
1976,3,269,1105,335700,750000,303500,90428
1976,5,0,0,0,0,0,0
1976,6,267,1015,30500,75000,30000,8136
1976,8,77,2520,275600,270000,109300,21195
1976,9,276,1090,9700,22000,8900,2675
1976,10,73,2245,1635000,2300000,930000,119780
1976,11,229,1945,5450,7000,2800,1250
1976,12,86,1755,131700,184000,75000,11284
1976,13,86,1830,119000,1310066,0,10199
1976,14,85,1270,12700,24000,10000,1085
1976,16,35,42000,702200,41190,16700,24954
1976,18,50,3650,5625000,3800000,1540000,283650
1976,19,103,2185,4953000,5600000,2266000,509600
1976,0,86,2210,180700,202000,81700,15521
1976,3,254,1000,11300,28000,11300,2875
1976,5,26,39290,334000,21000,8500,8832
1976,6,59,3647,1010886,0,0,0
1976,8,88,2550,5100,5000,2000,450
1976,10,75,2510,89400,88000,35600,6670
1976,11,143,1750,700,1000,400,100
1976,12,84,2285,6400,7000,2800,538
1976,13,84,2285,6400,1310066,0,538
1976,18,66,6210,1633000,650000,263000,108000
1976,19,102,2280,59900,65000,26300,6116
1976,0,88,2415,10513690,11057300,4475450,926883
1976,1,354,1355,90000,164000,66400,31843
1976,2,151,725,19750,67200,27200,2976
1976,3,267,1165,836900,1778000,719500,223803
1976,4,88,5305,3759200,1752000,708500,332160
1976,5,16,29600,14423410,1204000,487650,240500
1976,6,268,855,276900,800000,323000,74106
1976,8,82,2415,1558750,1593100,644900,128413
1976,9,250,1005,35300,87000,35200,8824
1976,10,76,2005,4831542,7152700,2896400,369382
1976,11,171,1760,43450,61000,24700,7439
1976,12,85,1755,439900,619300,250700,37264
1976,13,85,1785,415700,1310066,0,35220
1976,14,84,1360,24200,43000,17800,2044
1976,15,259,1635,250400,378000,153000,64860
1976,16,33,36100,1158200,79120,32100,39025
1976,17,221,1190,24000,50000,20200,5300
1976,18,46,4400,24964573,14162000,5736100,1153611
1976,19,106,2095,23586674,27803600,11251950,2490102
1976,0,92,2255,1459000,1600000,647000,134000
1976,2,186,490,8700,44000,17800,1616
1976,3,257,1010,102100,250000,101200,26190
1976,4,119,4230,29200,17000,6900,3473
1976,5,16,18960,254000,33000,13400,4200
1976,6,267,755,160000,525000,212000,42714
1976,8,77,2045,140800,170000,68800,10833
1976,9,248,890,6500,18000,7300,1613
1976,10,73,1860,941000,1650000,670000,68930
1976,11,174,1750,26950,38000,15400,4702
1976,12,85,1855,68300,92000,36800,5778
1976,13,85,1860,67000,1310066,0,5671
1976,14,82,1625,1300,2000,800,107
1976,16,32,27800,349900,31130,12600,11525
1976,17,221,1190,24000,50000,20200,5300
1976,18,41,4140,2359000,1400000,570000,97968
1976,19,103,1820,2803000,3800000,1538000,288400
1976,0,89,2900,44200,37600,15250,3953
1976,8,73,3225,124250,95100,38500,9083
1976,10,88,2080,95700,113700,46000,8464
1976,18,46,4400,880000,495000,200000,40696
1976,19,101,2910,30400,25800,10450,3083
1976,0,87,2070,5900,7000,2850,513
1976,2,59,3647,1010886,0,0,0
1976,5,0,30610,75000,6000,2450,0
1976,8,79,2150,5700,6500,2650,448
1976,10,94,1640,31950,48200,19500,3006
1976,18,46,4250,306000,179000,72000,14154
1976,19,106,2425,5700,5800,2350,606
1976,0,104,2665,4800,4500,1800,499
1976,5,0,33270,168000,12500,5050,0
1976,8,87,2830,6650,5800,2350,578
1976,10,100,2020,15450,18900,7650,1543
1976,12,0,0,0,0,0,0
1976,18,49,4710,339000,178000,72000,16830
1976,19,118,2840,4400,3800,1550,518
1976,0,89,2285,343100,371000,150100,30415
1976,1,354,1355,90000,164000,66400,31843
1976,2,119,1295,5950,11400,4600,710
1976,4,87,5365,3427000,1580000,639000,296837
1976,5,15,28930,10125000,864000,350000,158375
1976,6,59,3647,1010886,0,0,0
1976,8,85,2440,815900,826000,334300,69152
1976,10,92,1570,345900,545000,220600,31846
1976,11,59,3647,1010886,0,0,0
1976,12,85,1975,45600,57000,23100,3857
1976,13,85,1975,45600,1310066,0,3857
1976,15,259,1635,250400,378000,153000,64860
1976,18,44,5680,6551000,2852000,1154000,290068
1976,19,114,3165,684500,534000,216300,77960
1976,21,99,2260,16500,18000,7300,1634
1976,22,114,3195,668000,1310066,0,76326
1976,0,88,2425,9907000,10400000,4209500,872960
1976,3,268,1165,825600,1750000,708200,220928
1976,4,119,4230,29200,17000,6900,3473
1976,5,16,19000,254000,33000,13400,4200
1976,6,268,855,276900,800000,323000,74106
1976,8,78,2330,528700,560000,226700,41378
1976,10,73,2105,3964000,5850000,2369000,287710
1976,11,172,1760,42750,60000,24300,7339
1976,12,85,1730,380200,543000,219800,32185
1976,13,85,1760,356000,1310066,0,30141
1976,16,34,35900,1052100,72320,29300,36479
1976,18,47,3700,11068000,7400000,3000000,528668
1976,19,105,2075,22752000,27100000,10967000,2395900
1976,0,88,3160,33500,26100,10600,2941
1976,5,0,3398,158000,11500,4650,0
1976,8,72,3340,111900,82800,33500,8057
1976,10,81,2560,48300,46600,18850,3915
1976,18,41,4200,235000,138000,56000,9712
1976,19,97,3100,20300,16200,6550,1959
1976,0,104,2050,38690,46700,18900,4034
1976,2,129,1060,5100,11800,4800,650
1976,4,105,4840,303000,155000,62600,31850
1976,5,20,31940,3309410,256000,103600,69093
1976,6,59,3647,1010886,0,0,0
1976,8,98,1955,84800,107000,43400,8350
1976,10,103,1495,336542,556000,225200,34692
1976,11,59,3647,1010886,0,0,0
1976,12,89,1540,7700,12300,5000,684
1976,13,89,1540,7700,1310066,0,684
1976,16,23,37900,106100,6800,2800,2546
1976,18,38,4320,4832573,2765000,1119100,186179
1976,19,118,1880,59874,78800,31900,7043
1976,0,90,2480,2961000,3100000,1255500,265200
1976,2,59,3647,1010886,0,0,0
1976,3,269,1280,387800,750000,303500,104310
1976,6,269,1065,86400,200000,81000,23256
1976,8,83,2310,112300,120000,48600,9350
1976,9,237,1005,19100,47000,19000,4536
1976,10,71,2145,1388000,1900000,769000,99000
1976,11,134,1695,10350,15000,6100,1387
1976,12,84,1670,180200,267000,108000,15123
1976,13,84,1685,170000,1310066,0,14271
1976,14,84,1455,10200,17000,7000,852
1976,17,0,0,0,0,0,0
1976,18,47,3470,3084000,2200000,890000,147050
1976,19,107,2095,14996000,17700000,7163000,1597900
1977,0,73,2465,5443000,5700000,2307000,400000
1977,3,279,1285,805100,1550000,627300,224360
1977,5,0,0,0,0,0,0
1977,6,216,995,50800,125000,51000,10960
1977,8,71,2430,265400,270000,109300,18850
1977,9,265,905,15400,42000,17000,4080
1977,10,62,2215,1388000,2000000,809000,85500
1977,11,198,1945,5450,7000,2800,1080
1977,12,91,1565,126700,200000,81000,11500
1977,13,91,1605,114000,1310066,0,10350
1977,14,91,1270,12700,25000,10000,1150
1977,16,35,38800,543400,34607,14000,19216
1977,18,52,3870,5806000,3700000,1500000,304000
1977,19,101,1670,3239000,4800000,1942000,327250
1977,0,72,2300,167600,180000,72800,12012
1977,3,273,1060,38600,90000,36400,10523
1977,5,24,41940,390000,23000,9300,9460
1977,8,83,2550,5100,5000,2000,422
1977,10,61,2235,63200,70000,28300,3854
1977,12,89,1915,4600,6000,2400,409
1977,13,89,1915,4600,1310066,0,409
1977,18,71,6360,1724000,670000,271000,123500
1977,19,98,2150,65300,75000,30400,6408
1977,0,75,2485,11801900,12041900,4873600,890974
1977,1,331,715,50200,173000,70000,16605
1977,2,187,1010,43750,106800,43300,8165
1977,3,281,1360,1973100,3590000,1452800,555411
1977,4,86,5770,4248800,1819000,736700,367468
1977,5,16,29500,14350400,1202000,486350,231372
1977,6,211,1090,652800,1475000,598000,137953
1977,8,75,2560,1596900,1542600,624200,119183
1977,9,228,1075,79300,182000,73700,18045
1977,10,67,2020,4282850,5989000,2422450,287754
1977,11,187,1600,55000,85000,34400,10282
1977,12,88,1625,406500,617400,250000,35771
1977,13,88,1650,378500,1310066,0,33252
1977,14,90,1345,28000,52000,20800,2519
1977,15,240,2605,580000,550000,222600,139367
1977,16,33,39200,1011025,63774,25800,34121
1977,17,252,1190,81000,168000,68000,20433
1977,18,48,4400,24643600,13785000,5583900,1191259
1977,19,104,1965,19858700,24996100,10115600,2056793
1977,0,76,2660,2047000,1900000,769000,155100
1977,2,207,1010,32650,80000,32400,6750
1977,3,278,1435,290300,500000,202300,80768
1977,4,103,4060,39400,24000,9700,4061
1977,5,16,20130,318000,39000,15800,5250
1977,6,207,1085,330200,750000,304000,68250
1977,8,80,2375,163300,170000,68800,13040
1977,9,232,1005,16300,40000,16200,3780
1977,10,64,2105,894000,1100000,445000,57420
1977,11,202,1650,36750,55000,22300,7425
1977,12,86,1880,84300,110000,44800,7227
1977,13,86,1885,83000,1310066,0,7118
1977,14,84,1625,1300,2000,800,109
1977,16,33,39100,399200,25267,10200,13306
1977,17,253,1190,79400,165000,66800,20125
1977,18,41,4140,2359000,1400000,570000,97500
1977,19,98,2125,2749000,3200000,1295000,269670
1977,0,79,2420,38000,38900,15700,2986
1977,5,16,21200,258000,30000,12150,4373
1977,8,65,2665,95700,88600,35900,6221
1977,10,81,1660,66550,99000,40050,5360
1977,18,45,4300,885000,508000,205000,40170
1977,19,94,2475,27200,27100,11000,2545
1977,0,82,1675,4350,6400,2600,358
1977,5,17,20000,59000,7300,2950,1001
1977,8,73,1740,3650,5200,2100,268
1977,10,86,1315,21800,41000,16600,1881
1977,18,45,4300,318000,183000,74000,14350
1977,19,99,2085,7200,8500,3450,716
1977,0,96,2250,4050,4500,1800,387
1977,5,17,21890,116000,13100,5300,1971
1977,8,82,2250,4950,5400,2200,406
1977,10,95,1685,10200,15000,6050,970
1977,12,0,0,0,0,0,0
1977,18,49,4440,324000,181000,73000,15958
1977,19,111,2445,4650,4700,1900,515
1977,0,76,2600,337000,320000,129500,25539
1977,1,331,715,50200,173000,70000,16605
1977,2,124,965,5500,14000,5700,680
1977,4,85,5930,3867000,1610000,652000,328847
1977,5,16,28800,10079000,865000,350000,163095
1977,8,72,2745,900600,810000,327800,64418
1977,10,82,1815,330500,450000,182100,27214
1977,12,72,1945,32300,41000,16600,2339
1977,13,72,1945,32300,1310066,0,2339
1977,15,240,2605,580000,550000,222600,139367
1977,18,46,6070,6742000,2745000,1111000,313705
1977,19,115,3485,861500,610000,247100,98887
1977,21,88,2285,18500,20000,8100,1632
1977,22,115,3525,843000,1310066,0,97255
1977,0,75,2485,11213000,11450000,4634000,845800
1977,3,282,1365,1934500,3500000,1416400,544888
1977,4,103,4060,39400,24000,9700,4061
1977,5,16,20100,318000,39000,15800,5250
1977,6,211,1090,652800,1475000,598000,137953
1977,8,74,2355,514400,540000,218600,38190
1977,10,62,2095,3516000,4900000,1982000,218920
1977,11,187,1600,55000,85000,34400,10282
1977,12,89,1600,363000,560000,226800,32467
1977,13,89,1625,335000,1310066,0,29948
1977,16,34,38900,942600,59874,24200,32522
1977,18,48,3700,10887000,7250000,2940000,524500
1977,19,103,1925,18834000,24200000,9793000,1942120
1977,0,76,2620,29600,28000,11300,2241
1977,5,16,2128,83000,9600,3900,1401
1977,8,64,2755,87100,78000,31600,5547
1977,10,73,1985,34550,43000,17400,2509
1977,18,40,4190,243000,144000,58000,9862
1977,19,86,2715,15350,13900,5650,1314
1977,0,100,2145,46300,53000,21600,4637
1977,2,131,1080,5600,12800,5200,735
1977,4,101,4570,342400,185000,75000,34560
1977,5,14,33350,3305400,245000,99100,49194
1977,8,122,2035,81100,99000,39900,9932
1977,10,106,1615,306600,470000,190000,32406
1977,12,84,1570,6600,10400,4200,556
1977,13,84,1570,6600,1310066,0,556
1977,16,23,42800,68425,3900,1600,1599
1977,18,42,4170,4405600,2612000,1056900,189384
1977,19,97,2075,70700,84000,34100,6833
1977,0,78,2420,3723000,3850000,1558000,290700
1977,3,286,1430,839100,1450000,586800,239760
1977,6,216,1120,271800,600000,243000,58743
1977,8,74,2115,85700,100000,40500,6300
1977,9,214,1175,47600,100000,40500,10185
1977,10,62,1970,1234000,1800000,728000,76000
1977,11,139,1375,12800,23000,9300,1777
1977,12,90,1505,152000,250000,101000,13740
1977,13,90,1515,138000,1310066,0,12480
1977,14,90,1400,14000,25000,10000,1260
1977,17,193,1335,1600,3000,1200,308
1977,18,45,3130,2722000,2150000,870000,123000
1977,19,105,1960,12846000,16200000,6556000,1345200
1978,0,79,2430,4964000,5300000,2145000,392160
1978,3,279,1180,1406100,2950000,1193800,391840
1978,5,13,31140,327000,26000,10500,4482
1978,6,287,1270,50800,100000,40000,14580
1978,8,79,2420,244900,250000,101200,19320
1978,9,232,1190,24000,50000,20200,5565
1978,10,66,1995,1172000,1800000,728000,77520
1978,11,188,2230,6250,7000,2800,1173
1978,12,101,2210,223200,250000,101000,22440
1978,13,101,2235,208000,1310066,0,20910
1978,14,101,1900,15200,20000,8000,1530
1978,16,38,37200,476300,31742,12800,18092
1978,18,51,4600,6713000,3600000,1460000,344100
1978,19,134,2005,4136000,5100000,2064000,556320
1978,22,141,2685,435000,1310066,0,61440
1978,0,76,1785,115400,160000,64700,8745
1978,3,277,840,61200,180000,72800,16956
1978,5,28,46800,454000,24000,9700,13000
1978,8,90,2280,3650,4000,1600,329
1978,10,77,1710,41600,60000,24300,3186
1978,12,90,2155,6900,8000,3200,624
1978,13,90,2155,6900,1310066,0,624
1978,18,67,6360,1724000,670000,271000,115900
1978,19,129,1730,49000,70000,28300,6318
1978,0,80,2435,10397850,10841400,4392500,833614
1978,1,321,1275,76500,148000,59900,24546
1978,2,194,1205,72700,148800,60300,14116
1978,3,280,1240,3497100,6980000,2824600,980321
1978,4,109,5260,4479800,2105500,851600,487624
1978,5,17,28400,13763600,1197700,484800,244460
1978,6,275,1085,571500,1300000,526000,157305
1978,8,82,2705,1635200,1493200,604200,134013
1978,9,226,1055,103300,242000,97900,23372
1978,10,72,1980,3568050,5051000,2044350,258451
1978,11,148,2035,79700,97000,39200,11795
1978,12,103,1905,605200,786900,317800,62334
1978,13,103,1925,572100,1310066,0,58874
1978,14,105,1590,33100,52000,20800,3460
1978,15,281,1805,515600,705000,285300,144732
1978,16,34,38500,946500,60652,24600,32483
1978,17,242,1315,120200,226000,91500,29040
1978,18,49,4800,26708000,13737000,5565200,1320295
1978,19,139,2000,21135600,26132100,10575600,2933909
1978,22,144,2715,809000,1310066,0,116525
1978,0,78,2615,1851000,1750000,708000,143650
1978,2,207,1210,58800,120000,48600,12150
1978,3,280,1360,578300,1050000,424900,161925
1978,4,110,4140,147300,88000,35600,16240
1978,5,18,21350,363000,42000,17000,6800
1978,6,268,1045,317500,750000,304000,85125
1978,8,83,2395,155100,160000,64700,12920
1978,9,243,1155,29000,62000,25100,7040
1978,10,64,2080,632000,800000,324000,40590
1978,11,151,2025,51700,63000,25500,7790
1978,12,102,1955,99400,125000,50800,10140
1978,13,102,1960,98000,1310066,0,9997
1978,14,102,1750,1400,2000,800,143
1978,16,31,38700,371900,23700,9600,11788
1978,17,243,1325,115200,215000,87000,27940
1978,18,40,4620,2631000,1400000,570000,107010
1978,19,133,2055,2831000,3400000,1376000,375440
1978,0,80,2820,57550,50400,20400,4604
1978,5,18,31400,352000,27700,11200,6557
1978,8,68,2880,97850,84200,34000,6658
1978,10,89,2045,81050,98000,39650,7180
1978,18,44,4700,953000,500000,202000,41937
1978,19,103,2845,31300,27100,11000,3239
1978,0,97,2395,6950,7200,2900,672
1978,5,18,32220,87000,6700,2700,1622
1978,8,81,2440,3900,4000,1600,317
1978,10,96,1910,32500,42000,17000,3120
1978,18,44,4490,323000,178000,72000,14454
1978,19,105,2640,10300,9600,3900,1077
1978,0,96,2880,4900,4200,1700,470
1978,5,18,30520,148000,12000,4850,2755
1978,8,85,2820,7050,6200,2500,597
1978,10,101,2175,12300,14000,5650,1238
1978,12,0,0,0,0,0,0
1978,18,47,4810,351000,180000,73000,16641
1978,19,117,2975,5800,4800,1950,681
1978,0,86,2875,418600,360000,145700,35949
1978,1,321,1275,76500,148000,59900,24546
1978,2,139,1280,7300,14000,5700,1018
1978,4,110,5275,3841000,1800000,728000,421848
1978,5,17,26540,9022000,840000,340000,153153
1978,8,81,2910,954000,810000,327800,77587
1978,10,95,1990,358600,445000,180100,34179
1978,12,90,1885,34300,45000,18200,3092
1978,13,90,1885,34300,1310066,0,3092
1978,15,281,1805,515600,705000,285300,144732
1978,18,49,5590,6451000,2850000,1153000,317151
1978,19,145,2725,392500,355000,144100,56987
1978,21,103,2285,18500,20000,8100,1904
1978,22,147,2750,374000,1310066,0,55085
1978,0,80,2430,9733000,10200000,4133000,777010
1978,3,280,1250,3435900,6800000,2751800,963365
1978,4,110,4140,147300,88000,35600,16240
1978,5,16,25100,690000,68000,27500,11282
1978,6,275,1085,571500,1300000,526000,157305
1978,8,81,2375,471400,490000,198300,38190
1978,10,65,1995,2745000,4000000,1619000,179110
1978,11,148,2035,79700,97000,39200,11795
1978,12,104,1910,559100,725000,292800,58155
1978,13,104,1935,526000,1310066,0,54695
1978,16,35,37900,848200,55442,22400,29880
1978,18,48,4400,12791000,7100000,2880000,618310
1978,19,139,1985,20574000,25600000,10360000,2856760
1978,22,141,2685,435000,1310066,0,61440
1978,0,76,2890,45700,39000,15800,3462
1978,5,18,3205,117000,9000,3650,2180
1978,8,66,2905,86900,74000,29900,5744
1978,10,78,2130,36250,42000,17000,2822
1978,18,38,4890,279000,142000,57000,10842
1978,19,97,2950,15200,12700,5150,1481
1978,0,100,2555,73300,71000,28700,7306
1978,2,144,1100,6600,14800,6000,948
1978,4,101,5590,491500,217500,88000,49536
1978,5,17,33670,3245600,238000,96400,60468
1978,8,104,2550,108300,105000,42500,11249
1978,10,102,1885,341800,448000,181300,34796
1978,12,94,1360,4900,8900,3600,463
1978,13,94,1360,4900,1310066,0,463
1978,16,26,44700,98300,5210,2200,2603
1978,18,47,4520,4789000,2617000,1059200,226997
1978,19,119,2760,88800,80000,32200,10605
1978,0,83,2325,2918000,3150000,1280000,241200
1978,3,282,1280,1451500,2800000,1133100,409600
1978,6,283,1115,203200,450000,182000,57600
1978,8,83,2205,71400,80000,32400,5950
1978,9,214,955,50300,130000,52600,10767
1978,10,65,1935,941000,1400000,567000,61000
1978,11,130,1995,21750,27000,10900,2832
1978,12,108,1675,236500,350000,141000,25575
1978,13,108,1705,220000,1310066,0,23788
1978,14,108,1375,16500,30000,12000,1787
1978,17,220,1110,5000,11000,4500,1100
1978,18,48,4060,3447000,2100000,850000,167200
1978,19,141,1965,13607000,17100000,6920000,1925000
1979,0,106,2470,4550000,4700000,1902000,482790
1979,3,275,1015,1440200,3500000,1416400,396240
1979,4,150,6875,11000,4000,1600,1653
1979,5,16,39710,417000,26000,10500,6799
1979,6,298,1105,111800,250000,101000,33264
1979,8,103,2625,265400,250000,101200,27430
1979,9,210,960,13600,35000,14200,2850
1979,10,92,2225,1126000,1600000,647000,103660
1979,11,199,2125,6800,8000,3200,1350
1979,12,148,1740,175700,250000,101000,25944
1979,13,148,1755,163000,1310066,0,24064
1979,14,148,1590,12700,20000,8000,1880
1979,16,74,38700,499700,31794,12900,37003
1979,18,66,4290,6260000,3600000,1460000,417450
1979,19,179,1915,4028000,5200000,2105000,719480
1979,20,193,1625,231000,350000,142000,44625
1979,21,178,1945,3620000,4600000,1862000,643720
1979,22,176,1750,177000,1310066,0,31135
1979,0,101,2400,126300,130000,52600,12760
1979,3,273,1120,122500,270000,109300,33426
1979,5,35,45780,499000,27000,10900,17462
1979,8,104,2565,4100,4000,1600,428
1979,10,85,2520,50900,50000,20200,4323
1979,12,140,2100,8400,10000,4000,1175
1979,13,140,2100,8400,1310066,0,1175
1979,18,60,6530,1769000,670000,271000,106138
1979,19,170,2520,81600,80000,32400,13890
1979,21,170,2520,81600,80000,32400,13890
1979,0,107,2275,8478050,9465700,3828000,908781
1979,1,465,1815,61650,84000,34000,28675
1979,2,157,550,36100,162500,65700,5655
1979,3,271,1000,3411100,8420000,3407500,924436
1979,4,121,5540,5276100,2354000,952700,638649
1979,5,20,30200,13650400,1117300,452550,275427
1979,6,289,875,815400,2300000,931000,235719
1979,8,107,2635,1559950,1464300,592400,167152
1979,9,206,780,49900,158000,64000,10260
1979,10,97,1930,2878400,4286500,1734100,280025
1979,11,158,1780,77550,108000,43600,12247
1979,12,146,1595,530400,821100,332200,77513
1979,13,146,1605,504400,1310066,0,73621
1979,14,150,1415,26000,46000,18400,3892
1979,15,262,2355,657300,690000,279200,171948
1979,16,71,35900,855400,58494,23800,60915
1979,17,241,1350,217800,398000,161100,52400
1979,18,52,4800,26169500,13454000,5451900,1382749
1979,19,176,1635,17196300,26003500,10523600,3029733
1979,21,176,1600,14532300,22463500,9090600,2553731
1979,22,153,2895,865000,1310066,0,132757
1979,0,103,2150,1263000,1450000,587000,129920
1979,2,201,400,21750,135000,54600,4380
1979,3,267,1040,567000,1350000,546300,151250
1979,4,124,3765,198100,130000,52600,24570
1979,5,16,17970,327000,45000,18200,5389
1979,6,280,880,444500,1250000,506000,124425
1979,8,105,2125,120400,140000,56700,12626
1979,9,221,940,9500,25000,10100,2100
1979,10,89,1690,308000,500000,202000,27400
1979,11,160,1825,51700,70000,28300,8265
1979,12,146,1580,79600,125000,50400,11592
1979,13,146,1580,79000,1310066,0,11500
1979,14,153,1500,600,1000,400,92
1979,16,77,28100,250200,22100,8900,19466
1979,17,242,1355,208700,380000,153800,50600
1979,18,50,4290,2359000,1350000,550000,117936
1979,19,170,1680,2041000,3000000,1214000,346260
1979,20,182,1605,98000,150000,61000,17820
1979,21,169,1685,1943000,2850000,1153000,328440
1979,0,110,2795,64250,56700,23000,7050
1979,5,19,29500,291000,24300,9850,5769
1979,8,91,2645,94750,88300,35800,8639
1979,10,104,1930,75200,96500,39000,7825
1979,18,43,4800,953000,492000,199000,41600
1979,19,135,2715,26900,24500,9900,3620
1979,21,135,2715,26900,24500,9900,3620
1979,0,110,2315,9150,9700,3950,1008
1979,5,19,29360,69000,5800,2350,1366
1979,8,93,2385,4650,4800,1950,431
1979,10,104,1850,27650,37000,14950,2870
1979,18,43,4610,327000,176000,71000,14151
1979,19,140,2355,8600,9000,3650,1201
1979,21,140,2355,8600,9000,3650,1201
1979,0,109,2245,5500,6000,2450,602
1979,5,19,28000,119000,10500,4250,2354
1979,8,91,2265,6000,6500,2650,545
1979,10,104,1720,10050,14500,5850,1043
1979,12,0,0,0,0,0,0
1979,18,44,5160,377000,181000,73000,16873
1979,19,143,2860,5150,4500,1800,735
1979,21,143,2860,5150,4500,1800,735
1979,0,107,3065,409500,330000,133500,43639
1979,1,465,1815,61650,84000,34000,28675
1979,4,119,5650,4366000,1910000,773000,519138
1979,5,19,29110,9081000,770000,312000,179880
1979,8,108,2825,892000,780000,315700,96806
1979,10,110,2170,347200,395000,159900,38050
1979,12,128,2075,56200,67000,27100,7208
1979,13,128,2075,56200,1310066,0,7208
1979,15,262,2355,657300,690000,279200,171948
1979,18,45,6280,7112000,2800000,1133000,326144
1979,19,147,3425,712500,515000,208100,104682
1979,21,125,2425,24500,25000,10100,3060
1979,22,148,3475,688000,1310066,0,101622
1979,0,107,2235,7773000,8850000,3579000,832310
1979,3,271,995,3288600,8150000,3298200,891010
1979,4,125,3860,209100,134000,54200,26223
1979,5,16,25900,744000,71000,28700,12188
1979,6,289,875,815400,2300000,931000,235719
1979,8,105,2330,453200,480000,194300,47481
1979,10,91,1890,2066000,3300000,1335000,188050
1979,11,158,1780,77550,108000,43600,12247
1979,12,149,1545,459000,735000,297400,68256
1979,13,149,1550,433000,1310066,0,64364
1979,16,75,34400,749900,53894,21800,56469
1979,18,62,4000,11341000,6950000,2820000,704136
1979,19,178,1590,16275000,25300000,10239000,2891990
1979,20,191,1585,1799000,2800000,1134000,343245
1979,21,176,1590,14299000,22250000,9004000,2517610
1979,22,176,1750,177000,1310066,0,31135
1979,0,110,2990,49600,41000,16600,5440
1979,5,19,3169,103000,8000,3250,2049
1979,8,91,2695,84100,77000,31200,7663
1979,10,104,2060,37500,45000,18200,3912
1979,18,42,4530,249000,135000,55000,10576
1979,19,128,2955,13150,11000,4450,1684
1979,21,128,2955,13150,11000,4450,1684
1979,0,124,2630,105000,99000,39900,13022
1979,2,140,1280,9100,17500,7100,1275
1979,4,133,5590,701000,310000,125500,93288
1979,5,11,33320,3035400,225000,91100,60128
1979,8,119,2580,115900,112000,45000,13798
1979,10,123,1885,339100,445000,180000,41777
1979,12,129,1840,6800,9100,3700,874
1979,13,129,1840,6800,1310066,0,874
1979,16,41,52700,105500,4600,2000,4446
1979,18,41,4850,4994500,2542000,1028900,204731
1979,19,155,2935,100300,84000,34200,15551
1979,21,155,2935,100300,84000,34200,15551
1979,0,112,1865,1960000,2700000,1090000,219600
1979,3,268,960,1281400,3300000,1335500,343520
1979,6,301,800,259100,800000,324000,78030
1979,8,110,1850,67400,90000,36400,7425
1979,9,198,675,26800,98000,39700,5310
1979,10,90,1560,632000,1200000,486000,56990
1979,11,138,1575,19050,30000,12100,2632
1979,12,151,1395,203700,360000,146000,30720
1979,13,151,1405,191000,1310066,0,28800
1979,14,151,1270,12700,25000,10000,1920
